No protocol specified
dropped categorical variable 'SEX', because it has only 1 values
[32m[I 2022-04-13 11:43:22,798][0m A new study created in memory with name: no-name-254e8165-b827-4f85-ba34-7ac6c258ede8[0m
[32m[I 2022-04-13 11:46:26,187][0m Trial 0 finished with value: -0.25 and parameters: {'loss': 'squared', 'learning_rate': 9.601762275126814e-06, 'n_estimators': 714, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 6, 'min_weight_fraction_leaf': 0.0867314001757515, 'min_impurity_decrease': 0.23803169650781417, 'max_features': 0.2927066369024008, 'subsample': 0.03387756265930235, 'dropout_rate': 0.4510978591106314, 'ccp_alpha': 2.130099317007141}. Best is trial 0 with value: -0.25.[0m
[32m[I 2022-04-15 07:46:13,404][0m Trial 612 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.007167845852441956, 'n_estimators': 576, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.04852077213160073, 'min_impurity_decrease': 0.5033176486679564, 'max_features': 0.8120435189639829, 'subsample': 0.8838058862061079, 'dropout_rate': 0.5679230088377841, 'ccp_alpha': 0.33929459455487004}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:47:26,572][0m Trial 613 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.008703011608204463, 'n_estimators': 538, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.07167920450829396, 'min_impurity_decrease': 0.4738255575412457, 'max_features': 0.8319921011956756, 'subsample': 0.7757940928171558, 'dropout_rate': 0.4965466243080644, 'ccp_alpha': 0.22495832961188844}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:48:49,172][0m Trial 614 finished with value: 0.7734411581776477 and parameters: {'loss': 'coxph', 'learning_rate': 0.006227746342577843, 'n_estimators': 527, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.0342191537311705, 'min_impurity_decrease': 0.5267753797946408, 'max_features': 0.8461388629032238, 'subsample': 0.8613181916589533, 'dropout_rate': 0.4778640396886033, 'ccp_alpha': 0.0067837176314012905}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:50:09,381][0m Trial 615 finished with value: 0.7750537466391983 and parameters: {'loss': 'coxph', 'learning_rate': 0.005449575144430279, 'n_estimators': 514, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.009417300627700846, 'min_impurity_decrease': 0.49269756544918664, 'max_features': 0.8534985471738534, 'subsample': 0.8451767211641877, 'dropout_rate': 0.44849983752658634, 'ccp_alpha': 0.00446123974770902}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:51:24,664][0m Trial 616 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.0033212173208859736, 'n_estimators': 526, 'criterion': 'squared_error', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.032317782780310826, 'min_impurity_decrease': 0.49711170073026983, 'max_features': 0.8548577636450669, 'subsample': 0.8658442510814691, 'dropout_rate': 0.4397904713485537, 'ccp_alpha': 0.09408160187849833}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:52:25,117][0m Trial 617 finished with value: 0.21479196002425396 and parameters: {'loss': 'squared', 'learning_rate': 0.004065758239397508, 'n_estimators': 542, 'criterion': 'friedman_mse', 'min_samples_split': 6, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.05549733471791109, 'min_impurity_decrease': 0.4670928574400421, 'max_features': 0.8516860015104363, 'subsample': 0.8521946683480619, 'dropout_rate': 0.46016348894416675, 'ccp_alpha': 0.0037304030126096865}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:53:38,829][0m Trial 618 finished with value: 0.6743624146605087 and parameters: {'loss': 'coxph', 'learning_rate': 0.005316470292217248, 'n_estimators': 521, 'criterion': 'friedman_mse', 'min_samples_split': 6, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.038424189980567486, 'min_impurity_decrease': 0.44835921206446805, 'max_features': 0.8683892378291413, 'subsample': 0.8333084546682081, 'dropout_rate': 0.45124473491193207, 'ccp_alpha': 0.1742443109460087}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:55:26,752][0m Trial 619 finished with value: 0.7274564568262376 and parameters: {'loss': 'coxph', 'learning_rate': 0.00469393312359317, 'n_estimators': 633, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.020250443757321202, 'min_impurity_decrease': 0.5246309696523265, 'max_features': 0.8474334651014018, 'subsample': 0.8625601537372725, 'dropout_rate': 0.4816541920603722, 'ccp_alpha': 0.08942448266416603}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:56:28,766][0m Trial 620 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.006257681008267245, 'n_estimators': 475, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.03201138539881352, 'min_impurity_decrease': 0.48876468239677845, 'max_features': 0.8136342242171103, 'subsample': 0.835735800415553, 'dropout_rate': 0.48457990993095046, 'ccp_alpha': 0.31535652929594654}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:57:49,586][0m Trial 621 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.0029506693796248072, 'n_estimators': 556, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.01744350510731351, 'min_impurity_decrease': 0.5101054196391093, 'max_features': 0.7850680981660132, 'subsample': 0.879882771149538, 'dropout_rate': 0.4619285443772093, 'ccp_alpha': 4.2513233038044}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 07:59:08,666][0m Trial 622 finished with value: 0.7765880338530494 and parameters: {'loss': 'coxph', 'learning_rate': 0.005922614750181271, 'n_estimators': 489, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.0834862419687897, 'min_impurity_decrease': 0.4376841513217866, 'max_features': 0.8625679023697932, 'subsample': 0.9049287635657458, 'dropout_rate': 0.4184691278885916, 'ccp_alpha': 0.0021719026235162793}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:00:19,741][0m Trial 623 finished with value: 0.5301157883717103 and parameters: {'loss': 'coxph', 'learning_rate': 0.004132318414712194, 'n_estimators': 501, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.006102526026312429, 'min_impurity_decrease': 0.42413014975839525, 'max_features': 0.8477666233307481, 'subsample': 0.8834412802198137, 'dropout_rate': 0.43278748475505274, 'ccp_alpha': 0.18038190098928844}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:01:29,648][0m Trial 624 finished with value: 0.7222978176095547 and parameters: {'loss': 'coxph', 'learning_rate': 0.005652192190156795, 'n_estimators': 483, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.08531930488531368, 'min_impurity_decrease': 0.46274837727910995, 'max_features': 0.8031995747482729, 'subsample': 0.9421866280996354, 'dropout_rate': 0.41299747881788557, 'ccp_alpha': 0.093957895044564}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:02:42,397][0m Trial 625 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.003816284156779227, 'n_estimators': 509, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.016483506973296418, 'min_impurity_decrease': 0.4434052801218603, 'max_features': 0.8242803839606875, 'subsample': 0.9142188968388565, 'dropout_rate': 0.43853789957860584, 'ccp_alpha': 0.24537695512019672}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:04:36,356][0m Trial 626 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.005940133126994691, 'n_estimators': 576, 'criterion': 'absolute_error', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.06705999517680059, 'min_impurity_decrease': 0.4371373505976389, 'max_features': 0.8394029420440771, 'subsample': 0.8691228285939118, 'dropout_rate': 0.5147817065388344, 'ccp_alpha': 0.003892097092641585}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:05:54,169][0m Trial 627 finished with value: 0.6743624146605087 and parameters: {'loss': 'coxph', 'learning_rate': 0.004956243922445251, 'n_estimators': 523, 'criterion': 'friedman_mse', 'min_samples_split': 6, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.08227294939854707, 'min_impurity_decrease': 0.4801864133968446, 'max_features': 0.8636448578937775, 'subsample': 0.8018448970071997, 'dropout_rate': 0.41840770800268684, 'ccp_alpha': 0.14898597330739494}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:07:35,380][0m Trial 628 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.006902600555175044, 'n_estimators': 594, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.07223614045554172, 'min_impurity_decrease': 0.5001229777311497, 'max_features': 0.8088194595674629, 'subsample': 0.9253084822585175, 'dropout_rate': 0.3879120822489647, 'ccp_alpha': 0.39208338353018546}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:08:40,361][0m Trial 629 finished with value: 0.7203681705636747 and parameters: {'loss': 'coxph', 'learning_rate': 0.006881931819100057, 'n_estimators': 480, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.004857024983165819, 'min_impurity_decrease': 0.5176527778090395, 'max_features': 0.8792050700069526, 'subsample': 0.888656074796117, 'dropout_rate': 0.4836055058817949, 'ccp_alpha': 0.10025899231486925}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:09:46,075][0m Trial 630 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 1.4441326348677338e-05, 'n_estimators': 494, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.04964895050493037, 'min_impurity_decrease': 0.3887533404978379, 'max_features': 0.8576583692313184, 'subsample': 0.8403469729520048, 'dropout_rate': 0.46984189381584474, 'ccp_alpha': 0.5939708423151544}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:10:51,851][0m Trial 631 finished with value: 0.5690989051799592 and parameters: {'loss': 'coxph', 'learning_rate': 0.004502238782749771, 'n_estimators': 541, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.026683861345362575, 'min_impurity_decrease': 0.4003312103209132, 'max_features': 0.8388621111504375, 'subsample': 0.9081703844044636, 'dropout_rate': 0.6600808437315739, 'ccp_alpha': 0.1763002058294812}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:12:22,821][0m Trial 632 finished with value: 0.7772886644780644 and parameters: {'loss': 'coxph', 'learning_rate': 0.007503658182623294, 'n_estimators': 557, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.059109716751152355, 'min_impurity_decrease': 0.48151653659327787, 'max_features': 0.783824623576562, 'subsample': 0.9729663686199417, 'dropout_rate': 0.5315861273943836, 'ccp_alpha': 0.002528600470668271}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:13:53,194][0m Trial 633 finished with value: 0.7753185876282926 and parameters: {'loss': 'coxph', 'learning_rate': 0.005449670711628209, 'n_estimators': 567, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.04333281394665864, 'min_impurity_decrease': 0.451822309780564, 'max_features': 0.7809913955732868, 'subsample': 0.841816739596832, 'dropout_rate': 0.528258034704122, 'ccp_alpha': 0.0011411495949268952}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:15:26,784][0m Trial 634 finished with value: 0.7305802201593335 and parameters: {'loss': 'coxph', 'learning_rate': 0.0025216769410538247, 'n_estimators': 622, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.06141973907071062, 'min_impurity_decrease': 0.46481008724686296, 'max_features': 0.7717862224828916, 'subsample': 0.8385161043066548, 'dropout_rate': 0.530371320594913, 'ccp_alpha': 0.08892535461130562}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:16:56,573][0m Trial 635 finished with value: 0.7747392709377632 and parameters: {'loss': 'coxph', 'learning_rate': 0.0032859102795538284, 'n_estimators': 567, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.0388746935677832, 'min_impurity_decrease': 0.48023748245405523, 'max_features': 0.7773674602241145, 'subsample': 0.9670262095466454, 'dropout_rate': 0.5504101725753077, 'ccp_alpha': 0.0014039012140007554}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:17:44,738][0m Trial 636 finished with value: 0.3256375853394913 and parameters: {'loss': 'squared', 'learning_rate': 0.0038373848395828595, 'n_estimators': 559, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.04132468403420006, 'min_impurity_decrease': 0.4083324623663057, 'max_features': 0.7756212047460357, 'subsample': 0.9569239509027593, 'dropout_rate': 0.5411742685258334, 'ccp_alpha': 0.26480604753244336}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:18:58,992][0m Trial 637 finished with value: 0.6743624146605087 and parameters: {'loss': 'coxph', 'learning_rate': 0.003207515613016096, 'n_estimators': 567, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.04495616368887598, 'min_impurity_decrease': 0.4800578755120854, 'max_features': 0.7973839632622124, 'subsample': 0.8517473865889289, 'dropout_rate': 0.5466457585705986, 'ccp_alpha': 0.155721046014869}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:20:29,506][0m Trial 638 finished with value: 0.7029957059932246 and parameters: {'loss': 'coxph', 'learning_rate': 0.004881382424562561, 'n_estimators': 596, 'criterion': 'friedman_mse', 'min_samples_split': 7, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.029273685008120866, 'min_impurity_decrease': 0.46586096325439597, 'max_features': 0.7842099483793529, 'subsample': 0.9934265461811717, 'dropout_rate': 0.5228756870062738, 'ccp_alpha': 0.1031409581109678}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:22:09,022][0m Trial 639 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.005508633398746315, 'n_estimators': 654, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.05423138418157057, 'min_impurity_decrease': 0.49237082340624583, 'max_features': 0.7736958877180846, 'subsample': 0.976123418366215, 'dropout_rate': 0.5807729537327351, 'ccp_alpha': 1.4144822082834079}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:23:24,568][0m Trial 640 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.004018346427575158, 'n_estimators': 539, 'criterion': 'squared_error', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.014131724032696184, 'min_impurity_decrease': 0.4539440941236362, 'max_features': 0.787400701302809, 'subsample': 0.9375359412388379, 'dropout_rate': 0.5033764175280593, 'ccp_alpha': 0.22577437229132835}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:24:44,980][0m Trial 641 finished with value: 0.7030175502515327 and parameters: {'loss': 'coxph', 'learning_rate': 0.001976964338815949, 'n_estimators': 569, 'criterion': 'friedman_mse', 'min_samples_split': 4, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.04131068501128414, 'min_impurity_decrease': 0.4832039832062283, 'max_features': 0.7834682474915676, 'subsample': 0.9755796150946989, 'dropout_rate': 0.5679571235674019, 'ccp_alpha': 0.10172818258344955}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:26:08,268][0m Trial 642 finished with value: 0.7777948347780066 and parameters: {'loss': 'coxph', 'learning_rate': 0.0029726664330993265, 'n_estimators': 526, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.06418682341432977, 'min_impurity_decrease': 0.4360351548690147, 'max_features': 0.7709641292078943, 'subsample': 0.96459277785095, 'dropout_rate': 0.5040822650157907, 'ccp_alpha': 0.002665272393490398}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:27:28,572][0m Trial 643 finished with value: 0.7758323107447936 and parameters: {'loss': 'coxph', 'learning_rate': 0.0029696740277215315, 'n_estimators': 514, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.059568998323431856, 'min_impurity_decrease': 0.41380757374758603, 'max_features': 0.7743710677733435, 'subsample': 0.9536851234798911, 'dropout_rate': 0.5308568287691496, 'ccp_alpha': 0.0035603412619633857}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:28:42,682][0m Trial 644 finished with value: 0.5301157883717103 and parameters: {'loss': 'coxph', 'learning_rate': 0.002615852715873034, 'n_estimators': 518, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.0597753383905935, 'min_impurity_decrease': 0.41361871236024533, 'max_features': 0.7560519618202501, 'subsample': 0.9634961999741447, 'dropout_rate': 0.5341819608676897, 'ccp_alpha': 0.18333465936519633}. Best is trial 582 with value: 0.7782421835300739.[0m
[32m[I 2022-04-15 08:30:16,931][0m Trial 645 finished with value: 0.7258595581997648 and parameters: {'loss': 'coxph', 'learning_rate': 0.0015964957335736498, 'n_estimators': 544, 'criterion': 'friedman_mse', 'min_samples_split': 5, 'min_samples_leaf': 3, 'min_weight_fraction_leaf': 0.06841391267359863, 'min_impurity_decrease': 0.3599803922864605, 'max_features': 0.7641305565970531, 'subsample': 0.9573534244278029, 'dropout_rate': 0.5130084938031736, 'ccp_alpha': 0.09174811579540965}. Best is trial 582 with value: 0.7782421835300739.[0m
