No protocol specified
[32m[I 2022-04-13 11:44:06,848][0m A new study created in memory with name: no-name-0aab40b5-3eeb-420d-a579-cb603aaa6019[0m
[32m[I 2022-04-13 11:44:11,487][0m Trial 0 finished with value: 0.65 and parameters: {'loss': 'coxph', 'learning_rate': 0.017553103748186347, 'n_estimators': 246, 'criterion': 'squared_error', 'min_samples_split': 3, 'min_samples_leaf': 4, 'min_weight_fraction_leaf': 0.023000238880208572, 'min_impurity_decrease': 0.22649917377918485, 'max_features': 0.2509370038727874, 'subsample': 0.5756093753196724, 'dropout_rate': 0.8385757486345945, 'ccp_alpha': 3.236731951636076}. Best is trial 0 with value: 0.65.[0m
[32m[I 2022-04-14 14:36:44,642][0m Trial 648 finished with value: 0.7495963526863608 and parameters: {'loss': 'coxph', 'learning_rate': 0.0019635092876178137, 'n_estimators': 412, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.08228704153779447, 'min_impurity_decrease': 0.5108320100675832, 'max_features': 0.9043908424455271, 'subsample': 0.8255807799756337, 'dropout_rate': 0.6289990963755905, 'ccp_alpha': 0.004038615397145465}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:36:54,583][0m Trial 649 finished with value: 0.7507735799459638 and parameters: {'loss': 'coxph', 'learning_rate': 0.004366720071138824, 'n_estimators': 362, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09186681545369357, 'min_impurity_decrease': 0.07622818641892022, 'max_features': 0.962797022703503, 'subsample': 0.766154672042972, 'dropout_rate': 0.693869714623995, 'ccp_alpha': 0.0030151265070081108}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:37:04,301][0m Trial 650 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.0034278787371972877, 'n_estimators': 377, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09721966324991892, 'min_impurity_decrease': 0.47293180870719137, 'max_features': 0.9287707209827617, 'subsample': 0.7766945036869619, 'dropout_rate': 0.6975389680442647, 'ccp_alpha': 0.3443308838563936}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:37:13,147][0m Trial 651 finished with value: 0.6574511442058911 and parameters: {'loss': 'coxph', 'learning_rate': 0.0034962712915934053, 'n_estimators': 363, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.3608298069233079, 'min_impurity_decrease': 0.8252808541926229, 'max_features': 0.9831382760706148, 'subsample': 0.7539950897853193, 'dropout_rate': 0.70931550764531, 'ccp_alpha': 0.17132573821346062}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:37:24,688][0m Trial 652 finished with value: 0.736442838467522 and parameters: {'loss': 'coxph', 'learning_rate': 0.005121938701327311, 'n_estimators': 393, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09542656833369043, 'min_impurity_decrease': 0.4477736166728835, 'max_features': 0.9479526010398633, 'subsample': 0.7703953400126661, 'dropout_rate': 0.6566803854101173, 'ccp_alpha': 0.10302740936919841}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:37:32,825][0m Trial 653 finished with value: 0.6172627625004954 and parameters: {'loss': 'coxph', 'learning_rate': 0.0038958879547140537, 'n_estimators': 358, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10328104806387267, 'min_impurity_decrease': 0.08219574381697917, 'max_features': 0.9648258035948015, 'subsample': 0.7902901883236186, 'dropout_rate': 0.7267344056481051, 'ccp_alpha': 0.25669256136363855}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:37:42,850][0m Trial 654 finished with value: 0.741300120610733 and parameters: {'loss': 'coxph', 'learning_rate': 0.004078440870539917, 'n_estimators': 377, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.06650911379995104, 'min_impurity_decrease': 0.0020940471102231864, 'max_features': 0.9998501585815971, 'subsample': 0.7598127049516767, 'dropout_rate': 0.7089953809420546, 'ccp_alpha': 0.0928660068704884}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:37:44,469][0m Trial 655 finished with value: 0.6834091846554934 and parameters: {'loss': 'coxph', 'learning_rate': 0.004404167884572277, 'n_estimators': 133, 'criterion': 'absolute_error', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09069712723408012, 'min_impurity_decrease': 0.08525730766602821, 'max_features': 0.9819134388685103, 'subsample': 0.7998210304579826, 'dropout_rate': 0.6858101277146296, 'ccp_alpha': 0.002932894297460278}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:37:55,780][0m Trial 656 finished with value: 0.7441070348194885 and parameters: {'loss': 'coxph', 'learning_rate': 0.002474060293746175, 'n_estimators': 396, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10652516411987684, 'min_impurity_decrease': 0.6053711228393888, 'max_features': 0.950885445673166, 'subsample': 0.7381826103563464, 'dropout_rate': 0.6782692328077154, 'ccp_alpha': 0.0011622440674145995}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:38:08,607][0m Trial 657 finished with value: 0.704683147173378 and parameters: {'loss': 'coxph', 'learning_rate': 0.003037783669539306, 'n_estimators': 414, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.07859714643770314, 'min_impurity_decrease': 0.5056198708176917, 'max_features': 0.9200508468033708, 'subsample': 0.8127939781820119, 'dropout_rate': 0.6455277888675102, 'ccp_alpha': 0.16986238570129544}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:38:17,277][0m Trial 658 finished with value: 0.7487066642928284 and parameters: {'loss': 'coxph', 'learning_rate': 0.005029169465634638, 'n_estimators': 352, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.06533081137443686, 'min_impurity_decrease': 0.033899478647166706, 'max_features': 0.9664248213842751, 'subsample': 0.82469622278048, 'dropout_rate': 0.6746933752141957, 'ccp_alpha': 0.10084977871678494}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:38:25,499][0m Trial 659 finished with value: 0.5328286035390352 and parameters: {'loss': 'coxph', 'learning_rate': 1.3411452095954093e-06, 'n_estimators': 371, 'criterion': 'friedman_mse', 'min_samples_split': 8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09343427873772148, 'min_impurity_decrease': 0.06756206818205149, 'max_features': 0.5380665868369687, 'subsample': 0.7835388520100408, 'dropout_rate': 0.7325460472452726, 'ccp_alpha': 0.27457100462824313}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:38:34,341][0m Trial 660 finished with value: 0.7020775710445367 and parameters: {'loss': 'coxph', 'learning_rate': 3.2045047946226134e-05, 'n_estimators': 337, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.07491349573011295, 'min_impurity_decrease': 0.4091943748758974, 'max_features': 0.9809354945932302, 'subsample': 0.8105620366535184, 'dropout_rate': 0.6212524014798146, 'ccp_alpha': 0.1790232184579685}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:38:45,813][0m Trial 661 finished with value: 0.7406125619091423 and parameters: {'loss': 'coxph', 'learning_rate': 0.002205705127328281, 'n_estimators': 424, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.08788096192960484, 'min_impurity_decrease': 0.04894124823351022, 'max_features': 0.9437994624760914, 'subsample': 0.7616557747094174, 'dropout_rate': 0.695053436426271, 'ccp_alpha': 0.09878079119906928}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:38:56,312][0m Trial 662 finished with value: 0.25325299501502196 and parameters: {'loss': 'squared', 'learning_rate': 0.002737332825952259, 'n_estimators': 364, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10711880116411945, 'min_impurity_decrease': 0.02206866262815515, 'max_features': 0.999646074946716, 'subsample': 0.8336187097069732, 'dropout_rate': 0.6407614362892595, 'ccp_alpha': 0.08981769360869961}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:39:03,125][0m Trial 663 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 2.0287882695432708e-05, 'n_estimators': 331, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.05951107767246105, 'min_impurity_decrease': 0.001409076648066547, 'max_features': 0.9693779071646601, 'subsample': 0.034289403178520805, 'dropout_rate': 0.7637076659177463, 'ccp_alpha': 0.004777466212174534}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:39:11,399][0m Trial 664 finished with value: 0.6819601824814685 and parameters: {'loss': 'coxph', 'learning_rate': 0.004308342552970604, 'n_estimators': 346, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.035107124124443424, 'min_impurity_decrease': 0.041623856705975425, 'max_features': 0.9372158687529292, 'subsample': 0.7968113433595474, 'dropout_rate': 0.6697765457426873, 'ccp_alpha': 0.21327087746641346}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:39:22,955][0m Trial 665 finished with value: 0.5 and parameters: {'loss': 'coxph', 'learning_rate': 0.0019829496859617604, 'n_estimators': 386, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.07184329308674049, 'min_impurity_decrease': 0.021001547709609363, 'max_features': 0.9840723174614983, 'subsample': 0.8348860422190963, 'dropout_rate': 0.6092385332280058, 'ccp_alpha': 0.35021646925907557}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:39:29,658][0m Trial 666 finished with value: 0.735043123689266 and parameters: {'loss': 'coxph', 'learning_rate': 0.0029780103616194216, 'n_estimators': 322, 'criterion': 'friedman_mse', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.17454402076681988, 'min_impurity_decrease': 0.06961630840508073, 'max_features': 0.9556712971476159, 'subsample': 0.8155730001318737, 'dropout_rate': 0.6966651574749939, 'ccp_alpha': 0.09866918333158863}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:39:39,042][0m Trial 667 finished with value: 0.6140361530466769 and parameters: {'loss': 'coxph', 'learning_rate': 2.5866721140772568e-05, 'n_estimators': 360, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0967439842745475, 'min_impurity_decrease': 0.04788553304180095, 'max_features': 0.9828429209992534, 'subsample': 0.8479725021888211, 'dropout_rate': 0.6523835126673437, 'ccp_alpha': 0.2303935402441779}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:39:47,740][0m Trial 668 finished with value: 0.7460810271814704 and parameters: {'loss': 'coxph', 'learning_rate': 1.7599859608750892e-05, 'n_estimators': 335, 'criterion': 'friedman_mse', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0823366448439935, 'min_impurity_decrease': 0.0860638271977921, 'max_features': 0.9125988422136685, 'subsample': 0.7471222342299161, 'dropout_rate': 0.6200809928360973, 'ccp_alpha': 0.002838430210883244}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:39:50,844][0m Trial 669 finished with value: 0.7449839518794376 and parameters: {'loss': 'coxph', 'learning_rate': 0.006310045262881155, 'n_estimators': 200, 'criterion': 'friedman_mse', 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.04918079097622816, 'min_impurity_decrease': 0.5765532465448047, 'max_features': 0.95862359720648, 'subsample': 0.7896927420307818, 'dropout_rate': 0.6602195707306893, 'ccp_alpha': 0.0011834951922972126}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:40:06,073][0m Trial 670 finished with value: 0.7219440568190633 and parameters: {'loss': 'coxph', 'learning_rate': 0.0033278394930346383, 'n_estimators': 400, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.018324412446971503, 'min_impurity_decrease': 0.022998224840857926, 'max_features': 0.9335080220253866, 'subsample': 0.8289094876863635, 'dropout_rate': 0.4818650196524643, 'ccp_alpha': 0.15117107166133775}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:40:12,607][0m Trial 671 finished with value: 0.7282477743916156 and parameters: {'loss': 'coxph', 'learning_rate': 1.526066314439158e-05, 'n_estimators': 315, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.06387027310065634, 'min_impurity_decrease': 0.05565138162001017, 'max_features': 0.12438673726396376, 'subsample': 0.8104687321283054, 'dropout_rate': 0.744390839260781, 'ccp_alpha': 0.09405506542932698}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:40:20,639][0m Trial 672 finished with value: 0.6802803955254081 and parameters: {'loss': 'coxph', 'learning_rate': 0.00016407554885995343, 'n_estimators': 292, 'criterion': 'friedman_mse', 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.09017162296344727, 'min_impurity_decrease': 0.038115392373704385, 'max_features': 0.981117919990079, 'subsample': 0.8523687342371825, 'dropout_rate': 0.5061602186155495, 'ccp_alpha': 0.18435843479996955}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:40:30,407][0m Trial 673 finished with value: 0.5488253707691708 and parameters: {'loss': 'coxph', 'learning_rate': 0.0020486018211219557, 'n_estimators': 380, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.07595315035701403, 'min_impurity_decrease': 0.6460868951331168, 'max_features': 0.9993708004178494, 'subsample': 0.775080584454314, 'dropout_rate': 0.6719198255804015, 'ccp_alpha': 0.28960393189819056}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:40:48,575][0m Trial 674 finished with value: 0.7430295711962455 and parameters: {'loss': 'coxph', 'learning_rate': 2.23780967546861e-05, 'n_estimators': 451, 'criterion': 'friedman_mse', 'min_samples_split': 8, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.08679252018874682, 'min_impurity_decrease': 0.06948180243134583, 'max_features': 0.9639201072834568, 'subsample': 0.8711782583437209, 'dropout_rate': 0.5935544685125308, 'ccp_alpha': 0.09936433708291241}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:40:51,278][0m Trial 675 finished with value: 0.6758236481000314 and parameters: {'loss': 'coxph', 'learning_rate': 0.05707798695065573, 'n_estimators': 186, 'criterion': 'absolute_error', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.10417277144597449, 'min_impurity_decrease': 0.0183112761507536, 'max_features': 0.999435523199797, 'subsample': 0.8309109182764572, 'dropout_rate': 0.7111978957832248, 'ccp_alpha': 0.10173031523130634}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:41:00,493][0m Trial 676 finished with value: 0.6253292861350417 and parameters: {'loss': 'coxph', 'learning_rate': 0.002427230240896431, 'n_estimators': 352, 'criterion': 'friedman_mse', 'min_samples_split': 9, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.056232006011492176, 'min_impurity_decrease': 0.4612836556080975, 'max_features': 0.9662599521497557, 'subsample': 0.8951599654211472, 'dropout_rate': 0.6275181122892037, 'ccp_alpha': 0.2043893043918425}. Best is trial 540 with value: 0.7566929380169813.[0m
[32m[I 2022-04-14 14:41:05,363][0m Trial 677 finished with value: 0.7600100187343619 and parameters: {'loss': 'coxph', 'learning_rate': 0.0042641785443198865, 'n_estimators': 213, 'criterion': 'friedman_mse', 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.07044458900638266, 'min_impurity_decrease': 0.34657322016898084, 'max_features': 0.9493715847660741, 'subsample': 0.8064275977878402, 'dropout_rate': 0.45823670487531626, 'ccp_alpha': 0.005126301893450966}. Best is trial 677 with value: 0.7600100187343619.[0m
[32m[I 2022-04-14 14:41:16,687][0m Trial 678 finished with value: 0.5049013916902899 and parameters: {'loss': 'coxph', 'learning_rate': 0.006261714765540314, 'n_estimators': 339, 'criterion': 'friedman_mse', 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.06779622510140301, 'min_impurity_decrease': 0.38756553249403275, 'max_features': 0.8997113383573299, 'subsample': 0.7751833609214651, 'dropout_rate': 0.458690532754586, 'ccp_alpha': 0.3612421302925418}. Best is trial 677 with value: 0.7600100187343619.[0m
[32m[I 2022-04-14 14:41:20,314][0m Trial 679 finished with value: 0.7439540083053869 and parameters: {'loss': 'coxph', 'learning_rate': 0.004964032491970187, 'n_estimators': 182, 'criterion': 'friedman_mse', 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.04922671339327397, 'min_impurity_decrease': 0.36150295517974185, 'max_features': 0.9381355266237744, 'subsample': 0.7938128605736806, 'dropout_rate': 0.4680168020204104, 'ccp_alpha': 0.08896454704086176}. Best is trial 677 with value: 0.7600100187343619.[0m
[32m[I 2022-04-14 14:41:32,709][0m Trial 680 finished with value: 0.7044498208074604 and parameters: {'loss': 'coxph', 'learning_rate': 1.248954990165101e-05, 'n_estimators': 361, 'criterion': 'friedman_mse', 'min_samples_split': 2, 'min_samples_leaf': 2, 'min_weight_fraction_leaf': 0.030035244119613724, 'min_impurity_decrease': 0.4070109019993917, 'max_features': 0.9251148176239375, 'subsample': 0.8020288938884409, 'dropout_rate': 0.4914251810195212, 'ccp_alpha': 0.17433587845695664}. Best is trial 677 with value: 0.7600100187343619.[0m
